SLIMECOUNT	$0000162b
BOSS_B_R_F3	$000ee7b2
BOSS_F_B_F3	$0010bf2e
BOSS_B_R_F4	$000ee7e1
BOSS_F_B_F5	$0010bf3c
BOSS_F_B_F6	$0010bfaa
BOSS_F_B_F7	$0010bfbe
BOSS_7_0_F	$000e9f3c
BOSS_7_1_F	$000ea075
BOSS_7_2_F	$000ea49c
BOSS_7_0_P	$000e9e5f
BOSS_B_L_EBSP	$000ee76b
BOSS_7_3_F	$000ea5c3
BOSS_7_1_P	$000ea030
BOSS_7_4_F	$000ea729
BOSS_8_0_F	$000ec2ec
BOSS_7_2_P	$000ea47b
BOSS_8_1_F	$000ec670
BOSS_7_3_P	$000ea509
BOSS_7_4_P	$000ea66f
BOSS_8_0_P	$000ebfe0
BOSS_8_1_P	$000ec38c
BOSS_8_4_F	$000ec893
BOSS_9_0_F	$000f8192
BOSS_8_5_F	$000ec8d6
BOSS_8_4_P	$000ec877
BOSS_8_5_EBSP	$000ec935
BOSS_9_0_P	$000f80d4
BOSS_8_5_P	$000ec8bf
BOSS_9_6_F	$000f8272
BOSS_9_6_P	$000f81e6
BOSS_7_1_F11	$000ea1ed
BOSS_7_1_F13	$000ea1f9
BOSS_7_1_F20	$000ea28c
BOSS_7_1_F21	$000ea2e5
BOSS_7_1_F14	$000ea252
BOSS_7_1_F15	$000ea268
BOSS_7_1_F22	$000ea2fb
BOSS_7_1_F16	$000ea274
BOSS_7_1_F18	$000ea280
BOSS_7_1O_F1	$000ea392
BOSS_G_S_F1	$000ff3aa
BOSS_7_1O_F3	$000ea39e
BOSS_G_S_F3	$000ff3b5
BOSS_7_1O_F5	$000ea3aa
BOSS_7_1O_F7	$000ea3b6
BOSS_7_1O_F8	$000ea3d4
BOSS_7_1O_F9	$000ea408
BOSS_A_1_F	$000ecdc6
BOSS_C_F10	$000ca6b3
BOSS_C_F12	$000ca6bf
BOSS_C_F13	$000ca6d4
BOSS_A_2_F	$000ecf49
BOSS_A_3_F	$000ed5ca
BOSS_A_1_P	$000ecda3
BOSS_A_4_F	$000ed71b
BOSS_B_0_F	$000edf42
BOSS_A_2_P	$000ece81
BOSS_A_5_F	$000ed869
BOSS_B_1_F	$000ee15c
BOSS_A_3_P	$000ed5a9
BOSS_A_6_F	$000eccd4
BOSS_A_4_P	$000ed67a
BOSS_B_0_P	$000ed916
BOSS_A_5_P	$000ed7c8
BOSS_B_1_P	$000ee124
BOSS_A_6_P	$000ecc58
BOSS_C_1_F	$000caa69
BOSS_B_6_F	$0010bc62
BOSS_B_R_EBSP	$000ee7f5
BOSS_9_6_EBSP	$000f8637
BOSS_F_B_EBSP	$0010bfd2
BOSS_B_7_F	$0010be49
BOSS_C_1_P	$000ca6fb
BOSS_D_0_F	$000cad56
BOSS_B_6_P	$0010b61e
BOSS_D_1_F	$000cb27b
BOSS_B_7_P	$0010be34
BOSS_D_2_F	$000cb3ef
BOSS_D_0_P	$000cabf6
BOSS_D_1_P	$000caef4
BOSS_D_4_F	$000cb59c
BOSS_E_0_F	$000f916d
BOSS_D_2_P	$000cb3de
BOSS_D_5_F	$000cb6ae
BOSS_D_6_F	$000cb76f
BOSS_D_4_P	$000cb427
BOSS_E_0_P	$000f8ebd
BOSS_D_7_F	$000cb7f6
BOSS_E_3_F	$000f942d
BOSS_D_5_P	$000cb691
BOSS_D_8_F	$000cba65
BOSS_E_4_F	$000fb409
BOSS_F_0_F	$00108ca3
BOSS_D_6_P	$000cb758
BOSS_D_9_F	$000cbc76
BOSS_F_1_F	$001090b9
BOSS_D_7_P	$000cb7dc
BOSS_E_3_P	$000f93ec
BOSS_F_2_F	$00109539
BOSS_D_8_P	$000cb8dd
BOSS_E_4_P	$000fb364
BOSS_F_0_P	$001084ab
BOSS_F_3_F	$00109827
BOSS_D_9_P	$000cbaee
BOSS_F_1_P	$0010903d
BOSS_G_0_F	$000fa500
BOSS_F_4_F	$00109ad7
BOSS_F_2_P	$001091a1
BOSS_F_5_F	$00109e3a
BOSS_F_3_P	$0010975b
BOSS_F_6_F	$00109f53
BOSS_G_0_P	$000fa3cc
BOSS_F_4_P	$00109a2b
BOSS_F_7_F	$00109fed
BOSS_F_5_P	$00109e16
BOSS_H_0_F	$000cd9b0
BOSS_B_H_F	$000ee5f4
BOSS_F_8_F	$0010a0f8
BOSS_F_6_P	$00109f38
BOSS_H_1_F	$000cdbce
BOSS_F_9_F	$0010a1bb
BOSS_F_7_P	$00109fd2
BOSS_H_2_F	$000cdc4f
BOSS_H_0_P	$000cd990
BOSS_B_H_P	$000ee5ca
BOSS_F_8_P	$0010a06c
BOSS_H_3_F	$000ce3df
BOSS_H_1_P	$000cda61
BOSS_F_9_P	$0010a12f
BOSS_B_L_F	$000ee6f7
BOSS_H_2_P	$000cdc23
BOSS_H_3_P	$000ce2db
BOSS_B_L_P	$000ee6e2
BOSS_B_R_F	$000ee781
BOSS_F_B_F	$0010bed7
BOSS_B_R_P	$000ee76c
BOSS_F_B_P	$0010beae
BOSS_9_6_F10	$000f840b
BOSS_9_6_F12	$000f8417
BOSS_9_6_F13	$000f8449
BOSS_9_6_F20	$000f8539
BOSS_9_6_F21	$000f8575
BOSS_9_6_F14	$000f847c
BOSS_9_6_F15	$000f84a3
BOSS_9_6_F23	$000f8580
BOSS_9_6_F16	$000f8521
BOSS_9_6_F24	$000f859d
BOSS_9_6_F25	$000f85d6
BOSS_9_6_F18	$000f852d
BOSS_9_6_F27	$000f85e1
BOSS_9_6_F28	$000f85fe
BOSS_G_S_F	$000ff36e
BOSS_G_S_P	$000ff32a
BOSS_ASTEROIDLEN	$000002ab
BOSS_METEORLEN	$00000512
BOSS_SPACE_ARMADA	$001f9f4a
BOSS_TITANIALEN	$000005f7
BOSS_CORNERIA	$001f8e77
BOSS_VENOM_BASE_1LEN	$0000082d
BOSS_VENOM_BASE_2LEN	$000003fb
BOSS_TITANIA	$001f9441
BOSS_METEOR	$001f9a38
BOSS_VENOM_BASE_1	$001fa783
BOSS_VENOM_BASE_2	$001fa388
BOSS_CORNERIALEN	$000005ca
BOSS_SPACE_ARMADALEN	$0000043e
WSF3_REALOBJ	$00080000
WSF3_NOHITAFFECT	$00200000
WSF3_SAMESHAPECOLLIDE	$00800000
WSF1_TEXTOBJ	$00000040
WSF4_PLAYEROBJ	$01000000
WSF2_SMFLAG1	$00000400
WSF2_NOEXPSND	$00000800
WSF4_RELEXPLODE	$04000000
WSF1_SSPRITE	$00000020
WSF4_MOTHEROBJ	$40000000
WSF1_HITFLASH	$00000002
WSF1_SHADOW	$00000008
WSF2_SFLAG1	$00001000
WSF2_SFLAG2	$00002000
WSF2_SFLAG3	$00004000
WSF2_SFLAG4	$00008000
WSF3_LOCKON	$00100000
WSF3_SFLAG5	$00010000
WSF3_SFLAG6	$00020000
WSF3_SFLAG7	$00040000
WSF1_COLLIDE	$00000080
WSF4_CHILDOBJ	$10000000
WSF4_SFLAG8	$20000000
WSF2_LCOLLIDE	$00000200
WSF4_INVISIBLE	$08000000
WSF1_PARTOBJ	$00000010
WSF1_SHADOWSHAPE	$00000004
WSF3_NOPOLYEXP	$00400000
WSF2_COLLDISABLE	$00000100
WSF4_DONESND	$02000000
WSF1_SPECIAL	$00000001
WSF4_CSPECIAL	$80000000
PZZ	$000016ce
HDR_REGION	$00000001
R0BBS	$0000000f
DPILAR_COL	$007e7fda
UPTAB	$0003d66f
CHX	$0000007c
NXTBOX	$007e541a
R0BS	$0000000a
CLPBY2	$0004d908
PBREAK2.CREATETADPOLE	$0004e9ce
PDINTRO1	$0004e91d
PBRAYMSG	$0004c299
PDINTRO2	$0004e98f
PBREAK1	$0004e9be
PBREAK2	$0004e9c2
DPILAR_ISTRAT	$000af652
PDIVECONT	$000b9ed3
MR4	$00003008
MR4D	$000016e7
MTRANSMAT16	$00019502
COMET	$00001772
MCOPYFACE	$0001d16b
MCOPYPOLY	$00018d68
MCORE1_ISTRAT	$0007ecfb
MCORE1_STRAT	$0007ed88
MCORE1EXP_ISTRAT	$0007f092
MCORE1EXP_STRAT	$0007f0b1
MCORE1COL_ISTRAT	$0007f083
MCOREZROT_SROU	$0007f157
BUNNY	$00001925
PKORORI	$0004a992
HOVER_ISTRAT	$00218a96
MSSPRITE	$0001ccb8
M7B	$0000211c
MWB_NOSOUND	$00000000
CHY	$00000064
BOTRIGHT1_ISTRAT	$0009f74b
BOTLEFT1_ISTRAT	$0009f73f
P_Z	$00000002
PBSOFTAP	$00000002
PNUMHITS	$0000157e
BSPR	$0003d3f1
P_ZREMOVEOFF	$00000043
P_ZACOON	$0000001c
P_ZREMOVEON	$00000042
P_ZACOOFF	$0000001d
PNULLSHAPES	$002180dc
GSTRATSSTART	$00218000
SH_NAME	$0000001c
SH_CLSHIPGNDC_ISTRAT	$00000002
SH_CLSHIPDIVEA_ISTRAT	$00000002
SH_CLSHIPUNDERC_ISTRAT	$00000002
SH_MISSTANK_ISTRAT	$00000006
SH_BOSS1_ISTRAT	$00000013
SH_SHIP1A_ISTRAT	$00000014
SH_FLYPILLARS_ISTRAT	$0000001b
SH_PILLAR3_ISTRAT	$0000001b
SH_BOSSA_ISTRAT	$00000039
SH_HOUDAINS_ISTRAT	$00000036
SH_CORE1_ISTRAT	$00000047
SH_SPACEBAR3_ISTRAT	$00000091
SH_HOUDAI5_ISTRAT	$000000a8
SH_TRUCK1_ISTRAT	$000000d8
SH_BASE_1_ISTRAT	$000000e8
SH_SIZE	$00000010
SH_XMAX	$0000000a
SH_YMAX	$0000000c
SH_ZMAX	$0000000e
SH_EXITOPENSND_ISTRAT	$00000025
SH_CLSHIPDIVEB_ISTRAT	$00000002
SH_WORM2_ISTRAT	$0000000e
SH_FIGHTER_ISTRAT	$00000035
SH_WALLL_ISTRAT	$00000019
SH_WIREMAN_ISTRAT	$0000002f
SH_BOSS2_ISTRAT	$00000045
SH_BOSSB_ISTRAT	$0000004c
SH_CHICKEN_ISTRAT	$0000004d
SH_KDOOR_ISTRAT	$00000075
SH_KICHI2_ISTRAT	$00000076
SH_HOUDAI5F_ISTRAT	$000000a8
SH_PILLAR3F_ISTRAT	$0000001b
SH_MINE2_ISTRAT	$000000d1
SH_TRUCK2_ISTRAT	$000000d8
SH_HARD_ISTRAT	$00000000
SH_PATHT_ISTRAT	$00000000
SH_UPDOOR_ISTRAT	$000000ec
SH_BREAK_METEORT_ISTRAT	$000000c2
SH_SHIFT	$00000007
SH_PBODY_ISTRAT	$00000000
SH_CLSHIPTURNA_ISTRAT	$00000002
SH_CLSHIPDIVEC_ISTRAT	$00000002
SH_CRUISER2FIRE_ISTRAT	$0000006a
SH_SHOU0A_ISTRAT	$000000a1
SH_BHOLEEXIT1_ISTRAT	$00000007
SH_RADIUS	$00000008
SH_SORTZ	$00000005
SH_SHADOW	$00000014
SH_CLSHIPTURNB_ISTRAT	$00000002
SH_LENG0_ISTRAT	$00000071
SH_BASE0_ISTRAT	$00000073
SH_DUCT_ISTRAT	$0000007b
SH_SPACEBARSHOOT_ISTRAT	$00000091
SH_LASTB2_ISTRAT	$000000d5
SH_NOCOLLANIM0_ISTRAT	$00000000
SH_COLONYEXIT_ISTRAT	$00000000
SH_TIT_ISTRAT	$000000e1
SH_BHOLEEXIT2_ISTRAT	$00000007
S_HOU_0	$0000cab3
SH_COL_PTR	$00000012
SH_POINTS	$00000000
SH_PLWING_ISTRAT	$00000000
SH_PRWING_ISTRAT	$00000000
SH_CLSHIPTURNC_ISTRAT	$00000002
SH_CLSHIPCHASEA_ISTRAT	$00000002
SH_WOODS_ISTRAT	$00000008
SH_KAMI_ISTRAT	$00000009
SH_LARGEPLASMA_ISTRAT	$0000000a
SH_BEE1_ISTRAT	$00000010
SH_SHIP3A_ISTRAT	$00000017
SH_WALKING_ISTRAT	$0000001a
SH_BOMWING_ISTRAT	$00000030
SH_MASSIVEBASE_ISTRAT	$00000077
SH_FRIENDEXITBASE_ISTRAT	$00000002
SH_TANK1A_ISTRAT	$000000a7
SH_TREE1_ISTRAT	$000000d0
SH_LASTB3_ISTRAT	$000000d6
SH_BHOLEEXIT3_ISTRAT	$00000007
SH_EXITOPEN_ISTRAT	$00000025
SH_CLSHIPCHASEB_ISTRAT	$00000002
SH_SOKUTEN_ISTRAT	$0000000b
SH_CAMELEON_ISTRAT	$0000000f
SH_WINDMILL_ISTRAT	$00000011
SH_TOWER0_ISTRAT	$0000003a
SH_BOSSF_ISTRAT	$00000051
SH_MADBIKER_ISTRAT	$0000004f
SH_MADTRUCKER_ISTRAT	$0000004e
SH_CARRIER_ISTRAT	$00000072
SH_RIGHTWALL_ISTRAT	$0000007a
SH_LEFTWALL_ISTRAT	$0000007a
SH_WARP_ISTRAT	$00000085
SH_TWALL0_ISTRAT	$00000056
SH_TREE2_ISTRAT	$000000d0
SH_LASTB4_ISTRAT	$000000d7
SH_SAUCER_ISTRAT	$00000072
SH_HEADER_SIZE	$0000001c
SH_CLSHIPWARPA_ISTRAT	$00000002
SH_CLSHIPEARTHA_ISTRAT	$00000002
SH_CLSHIPCHASEC_ISTRAT	$00000002
SH_BOSS7_ISTRAT	$00000037
SH_BOSSG_ISTRAT	$00000078
SH_TOPRIGHT1_ISTRAT	$00000079
SH_BOTRIGHT1_ISTRAT	$00000079
SH_CRUISER1_ISTRAT	$0000007f
SH_AIRCAR1_ISTRAT	$000000c4
SH_PATHDHA_ISTRAT	$00000000
SH_CLSHIPWARPB_ISTRAT	$00000002
SH_CLSHIPEARTHB_ISTRAT	$00000002
SH_CAMELEON2_ISTRAT	$0000000f
SH_WALLR_ISTRAT	$00000019
SH_NUCLEUSBEAML_ISTRAT	$0000002b
SH_BOSS8_ISTRAT	$0000002e
SH_ZACO1L_ISTRAT	$00000035
SH_SZACO0_ISTRAT	$00000069
SH_CRUISER2_ISTRAT	$0000006a
SH_BAZOOKAL_ISTRAT	$00000083
SH_COLONY0_ISTRAT	$00000098
SH_WALKER2_ISTRAT	$000000a4
SH_METEO0_ISTRAT	$000000c0
SH_SEADRAGON2_ISTRAT	$000000c8
SH_AIRCAR2_ISTRAT	$000000c4
SH_SFISH_ISTRAT	$000000d3
SH_EXITLIGHT3_ISTRAT	$00000001
SH_CLSHIPWARPC_ISTRAT	$00000002
SH_CLSHIPEARTHC_ISTRAT	$00000002
SH_SHARK_ISTRAT	$0000000c
SH_HOUDAI_ISTRAT	$00000036
SH_WARKER3_ISTRAT	$00000081
SH_COLONY1_ISTRAT	$00000099
SH_ITEM5_ISTRAT	$0000009e
SH_AIRCAR3_ISTRAT	$000000c4
SH_SHIPINTRO_ISTRAT	$00000002
SH_BOSS7INTRO_ISTRAT	$00000037
SH_SIMPLE1	$00000016
SH_SIMPLE2	$00000018
SH_SIMPLE3	$0000001a
SH_EXITLIGHT4_ISTRAT	$00000001
SH_TRACKCORNER_ISTRAT	$00000005
SH_NUCLEUSLAUNCHER_ISTRAT	$0000002c
SH_NUCLEUSPILLAR_ISTRAT	$0000002d
SH_WINGLAZERMAN_ISTRAT	$00000031
SH_WEBMONSTER_ISTRAT	$00000054
SH_SZACO2_ISTRAT	$00000068
SH_SPACEBAR_ISTRAT	$00000091
SH_SPINSPACEBAR_ISTRAT	$00000091
SH_COLONY2_ISTRAT	$0000009a
SH_ITEM6_ISTRAT	$0000009f
SH_FIREPILLAR_ISTRAT	$000000bf
SH_LOCHNESSMONSTER_ISTRAT	$00000000
SH_AIRCAR4_ISTRAT	$000000c4
SH_GATE2_ISTRAT	$000000d2
SH_MONOLITH_ISTRAT	$000000df
SH_BIG_METEOR_ISTRAT	$000000ed
SH_BREAK_METEOR_ISTRAT	$000000c2
SH_EXITLIGHT5_ISTRAT	$00000001
SH_CLSHIPSHIPA_ISTRAT	$00000002
SH_CLSHIP1_ISTRAT	$00000002
SH_IRIS_ISTRAT	$00000003
SH_TRUCK_ISTRAT	$00000004
SH_FLINGBOSS_ISTRAT	$0000000b
SH_DEADFLINGBOSS_ISTRAT	$0000000b
SH_WORM_ISTRAT	$0000000e
SH_ZACOS_ISTRAT	$00000034
SH_ZACO3_ISTRAT	$00000009
SH_ROADLINE_ISTRAT	$00000050
SH_UPERM_ISTRAT	$00000084
SH_ITEM7_ISTRAT	$000000a0
SH_AIRCAR5_ISTRAT	$000000c4
SH_PSHIPOUTOFLB1_ISTRAT	$000000e0
SH_VIEWOUTOFLB1_ISTRAT	$00000000
SH_EXITLIGHT6_ISTRAT	$00000001
SH_CLSHIPSHIPB_ISTRAT	$00000002
SH_CLSHIP2_ISTRAT	$00000002
SH_SHIP2_ISTRAT	$00000015
SH_SHOU0_ISTRAT	$000000a2
SH_TANK0_ISTRAT	$000000a7
SH_CLSHIPSHIPC_ISTRAT	$00000002
SH_CLSHIPBRIDGEA_ISTRAT	$00000002
SH_CLSHIP3_ISTRAT	$00000002
SH_SHIP3_ISTRAT	$00000016
SH_SHIPS_ISTRAT	$0000006e
SH_SZACO5_ISTRAT	$00000080
SH_TANK1_ISTRAT	$000000a7
SH_VOLCANO_ISTRAT	$000000be
SH_PSHIPOUTOFLB3_ISTRAT	$000000e1
SH_VIEWOUTOFLB3_ISTRAT	$00000000
SH_SHIPOUTOFLB3_ISTRAT	$000000e1
SH_CLSHIPBRIDGEB_ISTRAT	$00000002
SH_WALLLEFTRIGHT_ISTRAT	$00000018
SH_SEAMON_ISTRAT	$0000001f
SH_RADER0_ISTRAT	$00000032
SH_ZACO1R_ISTRAT	$00000035
SH_FRIEND0_ISTRAT	$00000002
SH_BOSSBROB_ISTRAT	$0000004c
SH_INTRO1PFALL_ISTRAT	$00000052
SH_CRUISER1F_ISTRAT	$0000007f
SH_BAZOOKAR_ISTRAT	$00000083
SH_TANK2_ISTRAT	$00000086
SH_SPACEBARWALKER_ISTRAT	$0000009d
SH_HELPBALL_ISTRAT	$000000e2
SH_SHIP0CDOWN_ISTRAT	$00000017
SH_CLSHIPGNDA_ISTRAT	$00000002
SH_CLSHIPBRIDGEC_ISTRAT	$00000002
SH_CLSHIPUNDERA_ISTRAT	$00000002
SH_FASTFIGHTER1_ISTRAT	$00000035
SH_GATE_ISTRAT	$00000007
SH_RADER1_ISTRAT	$00000033
SH_PARA_ISTRAT	$0000003b
SH_FRIEND1_ISTRAT	$00000002
SH_DOOR1_ISTRAT	$00000055
SH_SDOOR1_ISTRAT	$0000006f
SH_TOPLEFT1_ISTRAT	$00000079
SH_BOTLEFT1_ISTRAT	$00000079
SH_DRAGONFLY_ISTRAT	$00000087
SH_SPACEBAR1_ISTRAT	$00000091
SH_TANK3_ISTRAT	$000000a7
SH_BLACKHOLE_ISTRAT	$000000c2
SH_LSEQDOOR1_ISTRAT	$000000d7
SH_TADPOLE_ISTRAT	$000000e3
SH_SKILLFLY_ISTRAT	$00000000
SH_BANK	$00000002
SH_FACES	$00000003
SH_CLSHIPGNDB_ISTRAT	$00000002
SH_CLSHIPUNDERB_ISTRAT	$00000002
SH_WORMHEAD_ISTRAT	$0000000d
SH_MISSPOD_ISTRAT	$00000012
SH_FRIEND2_ISTRAT	$00000002
SH_CORE0_ISTRAT	$00000046
SH_AIRSHIP_ISTRAT	$0000005e
SH_SDOOR2_ISTRAT	$00000070
SH_KDOOR2_ISTRAT	$00000075
SH_TZACO7CAT_ISTRAT	$00000080
SH_HARDROT_ISTRAT	$00000000
SH_LSEQDOOR2_ISTRAT	$000000d6
SH_EXITOPENSND2_ISTRAT	$00000000
SH_OPENLR_ISTRAT	$000000eb
S_HOU_0_F	$0011a223
S_HOU_0_P	$0011a200
S_HOU_0_F1	$0011a255
S_HOU_0	$00118000
TA_RADER_1_F	$00000000
TA_BAZZ_1Q_F	$00000000
TA_WARP_F	$00000000
TA_S_0_F	$00000000
TA_WALK_4_L_F	$00000000
TA_S_1_F	$00000000
TA_SPIECE_F	$00000000
TA_WALK_4_R_F	$00000000
TA_RO_0_F	$00000000
TA_HALF_D_F	$00000000
TA_RO_1_F	$00000000
TA_UP1_MAN_F	$00000000
TA_RO_2_F	$00000000
TA_RO_3_F	$00000000
TA_RO_4_F	$00000000
TA_LAST_B_0_F	$00000000
TA_COCKPIT_F	$00000000
TA_RO_5_F	$00000000
TA_RO_6_F	$00000000
TA_LAST_B_2_F	$00000000
TA_LAST_B_3_F	$00000000
TA_ELASER2_F	$00000000
TA_GATE_0_F	$00000000
TA_SHIP_S_0_F	$00000000
TA_S_ZACO_0_F	$00000000
TA_ZACO_0_F	$00000000
TA_GATE_1_F	$00000000
TA_ZACO_1_F	$00000000
TA_SHIP_S_1_F	$00000000
TA_SOLIDSPACEBAR_F	$00000000
TA_GATE_2_F	$00000000
TA_ZACO_4_F	$00000000
TA_ZACO_5_F	$00000000
TA_STALK_F	$00000000
TA_ZACO_6_F	$00000000
TA_ZACO_7_F	$00000000
TA_ZACO_8_F	$00000000
TA_S_WARK_0_F	$00000000
TA_ZACO_9_F	$00000000
TA_EXITFACE_F	$00000000
TA_MEXITFACE_F	$00000000
TA_SHIP3EXITFACE_F	$00000000
TA_ZACO_A_F	$00000000
TA_ZACO_B_F	$00000000
TA_FACE_BOX_F	$00000000
TA_W_L_F	$00000000
TA_WARP_1_F	$00000000
TA_WARP_2_F	$00000000
TA_MY_W_F	$00000000
TA_WARP_3_F	$00000000
TA_METEO_0_F	$00000000
TA_BOSS_0_0_F	$00000000
TA_BOSS_0_1_F	$00000000
TA_BOSS_0_2_F	$00000000
TA_BOSS_0_3_F	$00000000
TA_BOSS_1_0_F	$00000000
TA_MISS_1_1_F	$00000000
TA_BOSS_1_1_F	$00000000
TA_MISS_1_2_F	$00000000
TA_BOSS_1_2_F	$00000000
TA_UP_DOOR_F	$00000000
TA_ZACO_4P_F	$00000000
TA_BOSS_2_0_F	$00000000
TA_BOSS_2_1_F	$00000000
TA_PAPER_1_F	$00000000
TA_BOSS_2_2_F	$00000000
TA_BOSS_2_3_F	$00000000
TA_PAPER_3_F	$00000000
TA_BOSS_2_4_F	$00000000
TA_ZACO_7P_F	$00000000
TA_BOSS_2_5_F	$00000000
TA_BOSS_2_6_F	$00000000
TA_ZACO_8P_F	$00000000
TA_BEEANIM_F	$00000000
TA_BOM_WING_F	$00000000
TA_WARKER_3_F	$00000000
TA_BOSS_7_0_F	$00000000
TA_BOSS_7_1_F	$00000000
TA_BOSS_7_2_F	$00000000
TA_TRUCK_F	$00000000
TA_BOSS_7_3_F	$00000000
TA_D_HEAD_0_F	$00000000
TA_SLOT_0_F	$00000000
TA_BOSS_7_4_F	$00000000
TA_BOSS_8_0_F	$00000000
TA_SLOT_1_F	$00000000
TA_BOSS_8_1_F	$00000000
TA_SLOT_2_F	$00000000
TA_SLOT_3_F	$00000000
TA_BOSS_8_4_F	$00000000
TA_BOSS_9_0_F	$00000000
TA_SLOT_4_F	$00000000
TA_BOSS_8_5_F	$00000000
TA_RIP_MAN_F	$00000000
TA_SPARKLAS_F	$00000000
TA_BOSS_9_6_F	$00000000
TA_TOW_0_F	$00000000
TA_TOW_1_F	$00000000
T_ARM_P	$00000000
TA_DRAIL_0_F	$00000000
TA_BOU_1B_F	$00000000
TA_D_HEAD_S_F	$00000000
TA_DRAIL_4_F	$00000000
TA_BOSS_A_1_F	$00000000
TA_BOSS_A_2_F	$00000000
TA_SFACE_B_F	$00000000
TA_FIREFACE_B_F	$00000000
TA_BOSS_A_3_F	$00000000
TA_BOSS_A_4_F	$00000000
TA_BOSS_B_0_F	$00000000
TA_CLISLA_L_F	$00000000
TA_BOSS_A_5_F	$00000000
TA_BOSS_B_1_F	$00000000
TA_CLISLA_M_F	$00000000
TA_BOSS_A_6_F	$00000000
TA_ELASER2_FS2	$00000000
TA_DEBOSS_0_F	$00000000
TA_BOSS_C_1_F	$00000000
TA_DEBOSS_1_F	$00000000
TA_DEBOSS_2_F	$00000000
TA_BOSS_B_6_F	$00000000
TA_SQUARE_F	$00000000
TA_BOSS_B_7_F	$00000000
TA_CLISLA_S_F	$00000000
TA_BOSS_D_0_F	$00000000
TA_BOSS_D_1_F	$00000000
TA_BOSS_D_2_F	$00000000
TA_BOSS_D_4_F	$00000000
TA_BOSS_E_0_F	$00000000
TA_BOSS_D_5_F	$00000000
TA_STALK_1_F	$00000000
TA_BOSS_D_6_F	$00000000
TA_WIRE_MAN_F	$00000000
TA_KAMI_S_F	$00000000
TA_BOSS_D_7_F	$00000000
TA_BOSS_E_3_F	$00000000
TA_BOSS_D_8_F	$00000000
TA_BOSS_E_4_F	$00000000
TA_BOSS_F_0_F	$00000000
TA_BOSS_D_9_F	$00000000
TA_BOSS_F_1_F	$00000000
TA_BOSS_F_2_F	$00000000
TA_BOSS_F_3_F	$00000000
TA_BOSS_G_0_F	$00000000
TA_BOSS_F_4_F	$00000000
TA_BOSS_F_5_F	$00000000
TA_BOSS_F_6_F	$00000000
TA_BOSS_C_F	$00000000
TA_BOSS_F_7_F	$00000000
TA_BOSS_H_0_F	$00000000
TA_BOSS_B_H_F	$00000000
TA_BOSS_F_8_F	$00000000
TA_PIPE_8_0_F	$00000000
TA_BOSS_H_1_F	$00000000
TA_BOSS_F_9_F	$00000000
TA_TXSQUARE_F2	$00000000
TA_TXSQUARE_F3	$00000000
TA_BOSS_H_2_F	$00000000
TA_BOSS_H_3_F	$00000000
TA_BOSS_B_L_F	$00000000
TA_PIPE_9_0_F	$00000000
TA_S_HOU_0_F	$00000000
TA_M_TANK_F	$00000000
TA_UPER_M_F	$00000000
TA_PARA_1_S_F	$00000000
TA_DOOR_1_F	$00000000
TA_S_DOOR_1_F	$00000000
TA_BOSS_B_R_F	$00000000
TA_BOSS_F_B_F	$00000000
TA_S_DOOR_2_F	$00000000
TA_ROUND0P_F	$00000000
TA_D_BODY_0_F	$00000000
TA_STALK_S_F	$00000000
TA_FLOWER_F	$00000000
TA_BOSS_7_1O_F	$00000000
TA_BOSS_G_S_F	$00000000
TA_TADPOLE_F	$00000000
TA_DOOR_L_F	$00000000
TA_ANDROSSCUBE_F	$00000000
TA_D_BODY_S_F	$00000000
TA_MY_B_W_F	$00000000
T_ANDROSSCUBE_P	$00000000
TA_LENG_0_F	$00000000
TA_T_BOOL_6_F	$00000000
TA_MYZOOM_4_F	$00000000
TA_CAR_0_F	$00000000
TA_CAR_1_F	$00000000
TA_SEA_0_0_F	$00000000
TA_SEA_0_1_F	$00000000
TA_MINE_0_S_F	$00000000
TA_PILLAR2_F	$00000000
TA_SPILLAR2_F	$00000000
TA_PILLAR3_F	$00000000
TA_PILLAR4_F	$00000000
TA_MYZOOM_B_F	$00000000
TA_ROUND_0_F	$00000000
TA_F_DRA_1_F	$00000000
TA_NECK_S_F	$00000000
TA_MYZOOM_L_F	$00000000
TA_TRAINING_F	$00000000
TA_VOLCANO_F	$00000000
TA_MISSILE_F	$00000000
TA_MYBASE_0_F	$00000000
TA_MYBASE_1_F	$00000000
TA_MYZOOM_R_F	$00000000
TA_D_PILAR_F	$00000000
TA_MY_L_W_F	$00000000
TA_EJECT_F	$00000000
TA_BIG_M_F	$00000000
TA_AIR_1_F	$00000000
TA_FLOWER_1_F	$00000000
TA_FLOWER_2_F	$00000000
TA_FONT_D_F	$00000000
TA_FONT_E_F	$00000000
TA_FONT_H_F	$00000000
TA_SEA_0_S_F	$00000000
TA_FONT_N_F	$00000000
TA_LWIREEXIT_F	$00000000
TA_DRAIL_0S_F	$00000000
TA_R_BU_0_F	$00000000
TA_LINE_0_F	$00000000
TA_FONT_T_F	$00000000
TA_R_BU_1_F	$00000000
TA_LINE_1_F	$00000000
TA_R_BU_2_F	$00000000
TA_LINE_2_F	$00000000
TA_MY_R_W_F	$00000000
TA_R_BU_3_F	$00000000
TA_BIT_0_F	$00000000
TA_R_BU_4_F	$00000000
TA_R_BU_5_F	$00000000
TA_BAZOOKA1_F	$00000000
TA_EXITLIGHT_F	$00000000
